#"Step"	"Time (ps)"	"Potential Energy (kilocalorie/mole)"	"Kinetic Energy (kilocalorie/mole)"	"Total Energy (kilocalorie/mole)"	"Temperature (K)"	"Box Volume (angstrom**3)"	"Density (gram/(item*milliliter))"
10	0.020000000000000004	-152928.6936241076	14567.061591752508	-138361.6320323551	162.20258119005769	498520.07353685226	0.8987276113311377
20	0.04000000000000002	-152067.6659619096	14215.714861413227	-137851.95110049637	158.29037513568193	498520.07353685226	0.8987276113311377
30	0.06000000000000004	-151805.8867442877	14460.916526545081	-137344.97021774264	161.02066790927773	498520.07353685226	0.8987276113311377
40	0.08000000000000006	-150813.37432111934	13995.78421678988	-136817.59010432946	155.84147231365378	498520.07353685226	0.8987276113311377
50	0.10000000000000007	-150077.6493516479	13800.099839182654	-136277.54951246525	153.66254892910294	498520.07353685226	0.8987276113311377
60	0.12000000000000009	-149488.82637516106	13727.154404258605	-135761.67197090245	152.85030977186543	498520.07353685226	0.8987276113311377
70	0.1400000000000001	-149171.89323463614	13981.010444366313	-135190.88279026982	155.67696803076026	498520.07353685226	0.8987276113311377
80	0.16000000000000011	-148912.3417479458	14217.126127794394	-134695.2156201514	158.30608942701858	498520.07353685226	0.8987276113311377
90	0.18000000000000013	-148785.8214573576	14650.122175855597	-134135.69928150202	163.1274513879226	498520.07353685226	0.8987276113311377
100	0.20000000000000015	-148610.56526824538	14932.139202001172	-133678.4260662442	166.26767903728293	498520.07353685226	0.8987276113311377
110	0.22000000000000017	-148528.67833642315	15319.310205740452	-133209.36813068268	170.57878431907926	498520.07353685226	0.8987276113311377
120	0.24000000000000019	-148453.286252934	15703.797121451902	-132749.48913148209	174.8600025846429	498520.07353685226	0.8987276113311377
130	0.2600000000000002	-148160.20372645615	15864.344304045644	-132295.8594224105	176.64767728179945	498520.07353685226	0.8987276113311377
140	0.2800000000000002	-147988.13436831278	16123.778389270126	-131864.35597904265	179.5364464413887	498520.07353685226	0.8987276113311377
150	0.3000000000000002	-147877.80497808865	16402.218855039624	-131475.58612304903	182.6368494959859	498520.07353685226	0.8987276113311377
160	0.32000000000000023	-147612.1298089538	16609.574011378274	-131002.55579757551	184.94572568006404	498520.07353685226	0.8987276113311377
170	0.34000000000000025	-147342.1178738986	16767.013117952996	-130575.10475594558	186.6987923027201	498520.07353685226	0.8987276113311377
180	0.36000000000000026	-147117.0065791527	16966.414288230877	-130150.59229092179	188.91910175275376	498520.07353685226	0.8987276113311377
190	0.3800000000000003	-146941.9447456161	17186.10362010974	-129755.84112550635	191.3653175846993	498520.07353685226	0.8987276113311377
200	0.4000000000000003	-146789.59001710592	17404.035551896304	-129385.5544652096	193.79196496563233	498520.07353685226	0.8987276113311377
210	0.4200000000000003	-146603.40602776431	17637.56564295423	-128965.84038481009	196.3922960836521	498520.07353685226	0.8987276113311377
220	0.44000000000000034	-146287.18309387378	17671.71426952943	-128615.46882434435	196.77253717343572	498520.07353685226	0.8987276113311377
230	0.46000000000000035	-146188.94437681968	17902.783792973412	-128286.16058384627	199.34547014971903	498520.07353685226	0.8987276113311377
240	0.48000000000000037	-145928.35291945492	18037.479195162297	-127890.87372429261	200.84528819962966	498520.07353685226	0.8987276113311377
250	0.5000000000000003	-145678.04964422004	18148.701784334757	-127529.34785988528	202.0837391347605	498520.07353685226	0.8987276113311377
260	0.5200000000000004	-145482.3461400411	18337.50331418668	-127144.8428258544	204.18602278899812	498520.07353685226	0.8987276113311377
270	0.5400000000000004	-145347.31469950176	18570.447558619355	-126776.8671408824	206.7798305711894	498520.07353685226	0.8987276113311377
280	0.5600000000000004	-145059.31644865495	18620.14990330376	-126439.1665453512	207.33326055075187	498520.07353685226	0.8987276113311377
290	0.5800000000000004	-145116.91082830974	18987.153559424765	-126129.75726888498	211.41980470065224	498520.07353685226	0.8987276113311377
300	0.6000000000000004	-144759.518281495	19002.835778529658	-125756.68250296534	211.5944244344661	498520.07353685226	0.8987276113311377
310	0.6200000000000004	-144640.34120697548	19186.88717184048	-125453.454035135	213.64381585624358	498520.07353685226	0.8987276113311377
320	0.6400000000000005	-144542.0502359979	19440.63450395033	-125101.41573204758	216.4692636638928	498520.07353685226	0.8987276113311377
330	0.6600000000000005	-144344.681699008	19519.08806765515	-124825.59363135285	217.34283521134097	498520.07353685226	0.8987276113311377
340	0.6800000000000005	-144173.74204007714	19675.187049749595	-124498.55499032755	219.08097969967042	498520.07353685226	0.8987276113311377
350	0.7000000000000005	-143845.47016350317	19655.72089263595	-124189.74927086724	218.86422624463782	498520.07353685226	0.8987276113311377
360	0.7200000000000005	-143704.19925398423	19811.432826186967	-123892.76642779727	220.59806099126715	498520.07353685226	0.8987276113311377
370	0.7400000000000005	-143568.48685397	19921.531616301923	-123646.9552376681	221.82399855115634	498520.07353685226	0.8987276113311377
380	0.7600000000000006	-143306.36267608797	19920.05458635438	-123386.30808973359	221.8075519899554	498520.07353685226	0.8987276113311377
390	0.7800000000000006	-143233.1694283353	20119.95324771271	-123113.21618062259	224.03340094683193	498520.07353685226	0.8987276113311377
400	0.8000000000000006	-143118.33975197718	20250.65319116419	-122867.686560813	225.48873001616377	498520.07353685226	0.8987276113311377
410	0.8200000000000006	-142890.7104684248	20307.52696956604	-122583.18349885877	226.1220130980472	498520.07353685226	0.8987276113311377
420	0.8400000000000006	-142864.42511614205	20540.52466827306	-122323.90044786897	228.71641608752995	498520.07353685226	0.8987276113311377
430	0.8600000000000007	-142616.84863535658	20600.382758892545	-122016.46587646405	229.38292914800098	498520.07353685226	0.8987276113311377
440	0.8800000000000007	-142474.9437962631	20701.885893155333	-121773.05790310778	230.51315505338377	498520.07353685226	0.8987276113311377
450	0.9000000000000007	-142354.76574647604	20814.980789466572	-121539.78495700945	231.77245391647713	498520.07353685226	0.8987276113311377
460	0.9200000000000007	-142251.80826111505	20953.474792643363	-121298.3334684717	233.31456895821884	498520.07353685226	0.8987276113311377
470	0.9400000000000007	-142212.48910439588	21147.93721492042	-121064.55188947546	235.4798860085475	498520.07353685226	0.8987276113311377
480	0.9600000000000007	-142094.83899305447	21257.49415998464	-120837.34483306982	236.6997901851575	498520.07353685226	0.8987276113311377
490	0.9800000000000008	-141851.3066570819	21206.283435678262	-120645.02322140365	236.1295645693195	498520.07353685226	0.8987276113311377
500	1.0000000000000007	-141888.41302401474	21480.334607945908	-120408.0784160688	239.18109333783528	498520.07353685226	0.8987276113311377
510	1.0200000000000007	-141664.56376631372	21493.9492703349	-120170.6144959788	239.33269106175618	498520.07353685226	0.8987276113311377
520	1.0400000000000007	-141537.63742930442	21588.713767887468	-119948.92366141693	240.38788301048163	498520.07353685226	0.8987276113311377
530	1.0600000000000007	-141378.72526520406	21582.16457934215	-119796.5606858619	240.31495853768666	498520.07353685226	0.8987276113311377
540	1.0800000000000007	-141138.36976757136	21608.771095757496	-119529.59867181387	240.61121908493993	498520.07353685226	0.8987276113311377
550	1.1000000000000008	-141038.63034868456	21732.03241211971	-119306.59793656484	241.98371988401357	498520.07353685226	0.8987276113311377
560	1.1200000000000008	-141013.06032093934	21919.712985681705	-119093.34733525764	244.07352181690453	498520.07353685226	0.8987276113311377
570	1.1400000000000008	-140788.60180926207	21912.97425420293	-118875.62755505912	243.99848680501012	498520.07353685226	0.8987276113311377
580	1.1600000000000008	-140589.67386027146	21946.72227754895	-118642.95158272253	244.37426722320274	498520.07353685226	0.8987276113311377
590	1.1800000000000008	-140475.70251292927	22054.773975015476	-118420.9285379138	245.57741063827288	498520.07353685226	0.8987276113311377
600	1.2000000000000008	-140335.4854021652	22127.586859529256	-118207.89854263597	246.38817386170263	498520.07353685226	0.8987276113311377
610	1.2200000000000009	-140212.58313184523	22239.47260115357	-117973.11053069164	247.63400892428675	498520.07353685226	0.8987276113311377
620	1.2400000000000009	-140152.3349189033	22369.213682590576	-117783.12123631273	249.07866117367286	498520.07353685226	0.8987276113311377
630	1.260000000000001	-140000.26150721262	22450.703249438422	-117549.5582577742	249.98603827230914	498520.07353685226	0.8987276113311377
640	1.280000000000001	-139861.8557828498	22522.120962190696	-117339.73482065911	250.7812664161695	498520.07353685226	0.8987276113311377
650	1.300000000000001	-139685.76335729077	22503.49721130715	-117182.2661459836	250.57389305911155	498520.07353685226	0.8987276113311377
660	1.320000000000001	-139566.99916367058	22604.712595505032	-116962.28656816555	251.7009149001076	498520.07353685226	0.8987276113311377
670	1.340000000000001	-139636.6545958341	22829.633077156028	-116807.02151867806	254.2053789923689	498520.07353685226	0.8987276113311377
680	1.360000000000001	-139525.1799813671	22840.294883182996	-116684.88509818412	254.32409699509228	498520.07353685226	0.8987276113311377
690	1.380000000000001	-139163.96347408954	22610.906927553682	-116553.05654653585	251.76988808599765	498520.07353685226	0.8987276113311377
700	1.400000000000001	-139211.73749247423	22804.72756816895	-116407.00992430527	253.92805897020025	498520.07353685226	0.8987276113311377
710	1.420000000000001	-139069.77688485832	22823.5140066943	-116246.26287816402	254.13724383572628	498520.07353685226	0.8987276113311377
720	1.440000000000001	-139076.89968686964	23007.181877022806	-116069.71780984684	256.18236477252736	498520.07353685226	0.8987276113311377
730	1.460000000000001	-138790.99159883725	22873.78504171642	-115917.20655712085	254.6970061177984	498520.07353685226	0.8987276113311377
740	1.480000000000001	-138629.27770260168	22955.100970020507	-115674.17673258118	255.60244977091347	498520.07353685226	0.8987276113311377
750	1.500000000000001	-138576.5640366693	23130.486442406625	-115446.0775942627	257.55534714455894	498520.07353685226	0.8987276113311377
760	1.5200000000000011	-138540.1991207656	23280.3490441579	-115259.85007660769	259.2240502440006	498520.07353685226	0.8987276113311377
770	1.5400000000000011	-138508.75794029763	23422.39896967006	-115086.35897062757	260.8057600782593	498520.07353685226	0.8987276113311377
780	1.5600000000000012	-138277.97690978379	23289.58660684104	-114988.39030294275	259.3269094583776	498520.07353685226	0.8987276113311377
790	1.5800000000000012	-138276.22084418565	23384.324615120724	-114891.89622906494	260.3818064520493	498520.07353685226	0.8987276113311377
800	1.6000000000000012	-138250.0227307037	23540.796856344565	-114709.22587435914	262.12410713851517	498520.07353685226	0.8987276113311377
810	1.6200000000000012	-138241.13473829694	23696.2833208633	-114544.85141743365	263.85543131300307	498520.07353685226	0.8987276113311377
820	1.6400000000000012	-138039.712407167	23619.448636959092	-114420.2637702079	262.999885808806	498520.07353685226	0.8987276113311377
830	1.6600000000000013	-137918.2032261346	23621.68878510532	-114296.51444102927	263.0248296047307	498520.07353685226	0.8987276113311377
840	1.6800000000000013	-137822.18042841833	23647.44117470386	-114174.73925371446	263.3115795466037	498520.07353685226	0.8987276113311377
850	1.7000000000000013	-137779.98020949846	23766.770855738654	-114013.2093537598	264.6403020315411	498520.07353685226	0.8987276113311377
860	1.7200000000000013	-137623.93351482207	23699.033016552967	-113924.90049826911	263.8860488631206	498520.07353685226	0.8987276113311377
870	1.7400000000000013	-137601.48512756833	23824.16269832196	-113777.32242924637	265.27935369941736	498520.07353685226	0.8987276113311377
880	1.7600000000000013	-137314.09158777562	23673.95695412117	-113640.13463365445	263.6068297476593	498520.07353685226	0.8987276113311377
890	1.7800000000000014	-137302.21732747267	23811.35322647499	-113490.86410099767	265.13672168099873	498520.07353685226	0.8987276113311377
900	1.8000000000000014	-137373.15373148333	23974.06989882745	-113399.08383265589	266.9485534009366	498520.07353685226	0.8987276113311377
910	1.8200000000000014	-137296.74242045436	24025.332737915334	-113271.40968253903	267.5193593089649	498520.07353685226	0.8987276113311377
920	1.8400000000000014	-137254.51825783154	24128.24284823402	-113126.27540959753	268.6652517333984	498520.07353685226	0.8987276113311377
930	1.8600000000000014	-137205.98466808745	24176.876514500836	-113029.1081535866	269.2067820998025	498520.07353685226	0.8987276113311377
940	1.8800000000000014	-137117.66507890253	24146.51622469117	-112971.14885421137	268.86872371089635	498520.07353685226	0.8987276113311377
950	1.9000000000000015	-136938.0623861669	24020.70333978345	-112917.35904638344	267.46781148501856	498520.07353685226	0.8987276113311377
960	1.9200000000000015	-137050.0666488743	24232.543993183746	-112817.52265569053	269.826633170922	498520.07353685226	0.8987276113311377
970	1.9400000000000015	-136961.5390134288	24253.271967066405	-112708.26704636238	270.05743681278415	498520.07353685226	0.8987276113311377
980	1.9600000000000015	-136858.7092429597	24294.083913475028	-112564.62532948468	270.5118732143311	498520.07353685226	0.8987276113311377
990	1.9800000000000015	-136758.23542565113	24264.931867286654	-112493.3035583645	270.1872684813215	498520.07353685226	0.8987276113311377
1000	2.0000000000000013	-136674.9587547243	24276.02727735782	-112398.93147736647	270.310814615974	498520.07353685226	0.8987276113311377
1010	2.019999999999999	-136609.2551145688	24310.143636462555	-112299.11147810625	270.690696411128	498520.07353685226	0.8987276113311377
1020	2.039999999999997	-136414.7671155642	24231.881581862297	-112182.8855337019	269.8192572958718	498520.07353685226	0.8987276113311377
1030	2.0599999999999947	-136271.62033876963	24199.86761071175	-112071.7527280579	269.46278535250457	498520.07353685226	0.8987276113311377
1040	2.0799999999999925	-136345.3250873427	24416.416991739996	-111928.9080956027	271.87403818730945	498520.07353685226	0.8987276113311377
1050	2.0999999999999903	-136229.42110444573	24340.956505966242	-111888.46459847948	271.0337942236752	498520.07353685226	0.8987276113311377
1060	2.119999999999988	-136155.9441881161	24403.09489342553	-111752.84929469055	271.72569813122715	498520.07353685226	0.8987276113311377
1070	2.139999999999986	-136043.669995499	24402.469001209087	-111641.20099428992	271.71872889227575	498520.07353685226	0.8987276113311377
1080	2.1599999999999837	-136114.8599317764	24567.81791414341	-111547.04201763298	273.5598703130069	498520.07353685226	0.8987276113311377
1090	2.1799999999999815	-135801.0716671913	24360.866562794738	-111440.20510439658	271.2554904517636	498520.07353685226	0.8987276113311377
1100	2.1999999999999793	-136032.60071905833	24691.7458377466	-111340.85488131172	274.93979370821944	498520.07353685226	0.8987276113311377
1110	2.219999999999977	-135875.16683866322	24553.853182857543	-111321.31365580569	273.4043746115625	498520.07353685226	0.8987276113311377
1120	2.239999999999975	-135789.1338724317	24602.713797717715	-111186.420074714	273.94843202485305	498520.07353685226	0.8987276113311377
1130	2.2599999999999727	-135784.3772795988	24681.2692698713	-111103.10800972748	274.8231383113377	498520.07353685226	0.8987276113311377
1140	2.2799999999999705	-135748.51930467633	24701.209391757042	-111047.3099129193	275.04516931043383	498520.07353685226	0.8987276113311377
1150	2.2999999999999683	-135838.40469839086	24861.927811302976	-110976.47688708789	276.8347507116614	498520.07353685226	0.8987276113311377
1160	2.319999999999966	-135724.53169812768	24790.246294939476	-110934.28540318822	276.03658514446425	498520.07353685226	0.8987276113311377
1170	2.339999999999964	-135633.30447689389	24775.916087773447	-110857.38838912045	275.87701991048226	498520.07353685226	0.8987276113311377
1180	2.3599999999999617	-135626.46781106593	24843.115129392787	-110783.35268167313	276.6252736290171	498520.07353685226	0.8987276113311377
1190	2.3799999999999595	-135544.7211735303	24871.82896423349	-110672.89220929681	276.9449989282953	498520.07353685226	0.8987276113311377
