Time (ps),RMSD (nm)
0.0,0.0
10.0,0.03261058
20.0,0.033986088
30.0,0.03675905
40.0,0.035077713
50.0,0.03416875
60.0,0.03223056
70.0,0.055056237
80.0,0.03102692
90.0,0.045139384
100.0,0.035275552
110.0,0.04460374
120.0,0.02886256
130.0,0.035453387
140.0,0.031964764
150.0,0.030397065
160.0,0.03826452
170.0,0.04039859
180.0,0.038693223
190.0,0.021199353
200.0,0.036909148
210.0,0.030593997
220.0,0.039902356
230.0,0.038957775
240.0,0.03492196
250.0,0.04299813
260.0,0.026908563
270.0,0.034764025
280.0,0.064993925
290.0,0.04758202
300.0,0.037188124
310.0,0.049576197
320.0,0.03912612
330.0,0.04919101
340.0,0.052578226
350.0,0.035118107
360.0,0.022260949
370.0,0.045902368
380.0,0.042487066
390.0,0.0410643
400.0,0.039837707
410.0,0.04951507
420.0,0.048471298
430.0,0.037364446
440.0,0.038306262
450.0,0.06556388
460.0,0.05456246
470.0,0.039165627
480.0,0.05200324
490.0,0.043512084
500.0,0.04742195
510.0,0.03159941
520.0,0.042212274
530.0,0.049386326
540.0,0.0438969
550.0,0.04068532
560.0,0.04375104
570.0,0.07079673
580.0,0.05806947
590.0,0.039212655
600.0,0.048536398
610.0,0.05562654
620.0,0.041559994
630.0,0.026605122
640.0,0.025621535
650.0,0.03666567
660.0,0.053819522
670.0,0.048605915
680.0,0.049170047
690.0,0.038783047
700.0,0.038257785
710.0,0.06852978
720.0,0.037490815
730.0,0.06655958
740.0,0.050510246
750.0,0.047593124
760.0,0.05605719
770.0,0.036301125
780.0,0.042923436
790.0,0.035989147
800.0,0.041422393
810.0,0.02416469
820.0,0.040760636
830.0,0.052945346
840.0,0.06358002
850.0,0.06389968
860.0,0.06351878
870.0,0.034457576
880.0,0.039981727
890.0,0.04620766
900.0,0.05308051
910.0,0.054436184
920.0,0.057547808
930.0,0.03580281
940.0,0.05741014
950.0,0.052909065
960.0,0.04019583
970.0,0.041564643
980.0,0.026070794
990.0,0.036865827
1000.0,0.03258251
1010.0,0.0552798
1020.0,0.045056224
1030.0,0.040455334
1040.0,0.058524426
1050.0,0.04112357
1060.0,0.03839531
1070.0,0.040758424
1080.0,0.04082319
1090.0,0.028226871
1100.0,0.04959725
1110.0,0.0480601
1120.0,0.048590533
1130.0,0.058229927
1140.0,0.031919573
1150.0,0.05069311
1160.0,0.061037637
1170.0,0.045803715
1180.0,0.05635435
1190.0,0.038587496
1200.0,0.037075326
1210.0,0.09770282
1220.0,0.116854906
1230.0,0.106053896
1240.0,0.120037764
1250.0,0.115872316
1260.0,0.09738957
1270.0,0.10701151
1280.0,0.09781514
1290.0,0.09815526
1300.0,0.12567513
1310.0,0.10923175
1320.0,0.11516815
1330.0,0.12267985
1340.0,0.120889775
1350.0,0.11781443
1360.0,0.109294966
1370.0,0.0960958
1380.0,0.08846428
1390.0,0.1029039
1400.0,0.103807785
1410.0,0.1103136
1420.0,0.1176912
1430.0,0.12225714
1440.0,0.11092896
1450.0,0.118073285
1460.0,0.11002864
1470.0,0.11250945
1480.0,0.11166356
1490.0,0.13060899
1500.0,0.112927
1510.0,0.11654537
1520.0,0.12033544
1530.0,0.10963121
1540.0,0.12519142
1550.0,0.12571758
1560.0,0.118774556
1570.0,0.11130636
1580.0,0.1138748
1590.0,0.11283327
1600.0,0.10954148
1610.0,0.11575525
1620.0,0.1232937
1630.0,0.12782961
1640.0,0.120300084
1650.0,0.12625717
1660.0,0.116340615
1670.0,0.13090388
1680.0,0.10557989
1690.0,0.113931485
1700.0,0.12529503
1710.0,0.10309196
1720.0,0.12222994
1730.0,0.104225695
1740.0,0.11486752
1750.0,0.120735735
1760.0,0.13222393
1770.0,0.10827722
1780.0,0.11099226
1790.0,0.11789229
1800.0,0.11627413
1810.0,0.12183359
1820.0,0.07121183
1830.0,0.081410855
1840.0,0.08622734
1850.0,0.11720268
1860.0,0.061634358
1870.0,0.0762522
1880.0,0.083746955
1890.0,0.08368214
1900.0,0.06727007
1910.0,0.082903415
1920.0,0.071230106
1930.0,0.09200806
1940.0,0.084430195
1950.0,0.08257866
1960.0,0.07836399
1970.0,0.06878675
1980.0,0.09414918
1990.0,0.07501858
2000.0,0.08542791
2010.0,0.06510032
2020.0,0.06408114
2030.0,0.06526146
2040.0,0.07845308
2050.0,0.08431732
2060.0,0.07944637
2070.0,0.07020501
2080.0,0.07646957
2090.0,0.1166929
2100.0,0.13200544
2110.0,0.1264955
2120.0,0.12169304
2130.0,0.11839364
2140.0,0.11297994
2150.0,0.13405667
2160.0,0.10568701
2170.0,0.09760952
2180.0,0.11639776
2190.0,0.10874397
2200.0,0.10908334
2210.0,0.11423086
2220.0,0.106370345
2230.0,0.12475851
2240.0,0.104012795
2250.0,0.10966271
2260.0,0.1285717
2270.0,0.11576349
2280.0,0.11171594
2290.0,0.11986823
2300.0,0.11840485
2310.0,0.10929319
2320.0,0.12902947
2330.0,0.11695699
2340.0,0.11437844
2350.0,0.108525455
2360.0,0.12779532
2370.0,0.103424706
2380.0,0.13625439
2390.0,0.11433888
2400.0,0.11453619
2410.0,0.11344166
2420.0,0.10865612
2430.0,0.11339007
2440.0,0.0934446
2450.0,0.11153353
2460.0,0.124941014
2470.0,0.099876314
2480.0,0.11717463
2490.0,0.10868803
2500.0,0.082202315
2510.0,0.102391526
2520.0,0.12163266
2530.0,0.086078055
2540.0,0.07524089
2550.0,0.08826286
2560.0,0.10208774
2570.0,0.09551172
2580.0,0.094575286
2590.0,0.10693718
2600.0,0.11699026
2610.0,0.112749055
2620.0,0.117735535
2630.0,0.098151326
2640.0,0.10565578
2650.0,0.10387232
2660.0,0.0923598
2670.0,0.10278611
2680.0,0.10901645
2690.0,0.06262339
2700.0,0.09616471
2710.0,0.109168135
2720.0,0.07469094
2730.0,0.099702485
2740.0,0.121713795
2750.0,0.1197753
2760.0,0.12597656
2770.0,0.106658794
2780.0,0.10645246
2790.0,0.10922726
2800.0,0.09930188
2810.0,0.112778544
2820.0,0.09192468
2830.0,0.1175334
2840.0,0.11868121
2850.0,0.104953796
2860.0,0.09940487
2870.0,0.118798316
2880.0,0.118529625
2890.0,0.13018233
2900.0,0.119877905
2910.0,0.0887312
2920.0,0.11532325
2930.0,0.12000598
2940.0,0.1028895
2950.0,0.13941856
2960.0,0.1257596
2970.0,0.1092026
2980.0,0.113657534
2990.0,0.1189554
3000.0,0.10521869
3010.0,0.11062229
3020.0,0.115239516
3030.0,0.12613298
3040.0,0.1123141
3050.0,0.11849744
3060.0,0.11603303
3070.0,0.1213781
3080.0,0.09638611
3090.0,0.099798605
3100.0,0.108133584
3110.0,0.1281277
3120.0,0.105662614
3130.0,0.07074228
3140.0,0.093473285
3150.0,0.1067047
3160.0,0.10732237
3170.0,0.10197659
3180.0,0.10723335
3190.0,0.09559789
3200.0,0.12267292
3210.0,0.12305421
3220.0,0.12003411
3230.0,0.10645487
3240.0,0.13489543
3250.0,0.11458624
3260.0,0.11770707
3270.0,0.09596186
3280.0,0.09801349
3290.0,0.09467172
3300.0,0.07287104
3310.0,0.097680524
3320.0,0.115031995
3330.0,0.11590679
3340.0,0.11626305
3350.0,0.1214211
3360.0,0.12186776
3370.0,0.120398924
3380.0,0.10757401
3390.0,0.10906136
3400.0,0.10850812
3410.0,0.10101666
3420.0,0.108192205
3430.0,0.12411059
3440.0,0.103965335
3450.0,0.1155956
3460.0,0.096746184
3470.0,0.11828899
3480.0,0.09455444
3490.0,0.12448851
3500.0,0.11829955
3510.0,0.089024246
3520.0,0.08939047
3530.0,0.083767116
3540.0,0.07081421
3550.0,0.08836414
3560.0,0.07576745
3570.0,0.08248403
3580.0,0.08015164
3590.0,0.09135582
3600.0,0.080318525
3610.0,0.07408388
3620.0,0.07344601
3630.0,0.0807825
3640.0,0.10112314
3650.0,0.08423842
3660.0,0.07464434
3670.0,0.07208135
3680.0,0.08020404
3690.0,0.07943015
3700.0,0.079971835
3710.0,0.08486927
3720.0,0.06438351
3730.0,0.087178044
3740.0,0.07800317
3750.0,0.06836748
3760.0,0.07361287
3770.0,0.06983506
3780.0,0.07611636
3790.0,0.08306648
3800.0,0.097553395
3810.0,0.090795614
3820.0,0.08028547
3830.0,0.07479216
3840.0,0.073842905
3850.0,0.07631454
3860.0,0.076685496
3870.0,0.09674005
3880.0,0.06838143
3890.0,0.068588994
3900.0,0.082340635
3910.0,0.07781823
3920.0,0.071323946
3930.0,0.07893602
3940.0,0.08902324
3950.0,0.07191345
3960.0,0.08805587
3970.0,0.06875114
3980.0,0.1049743
3990.0,0.07234209
4000.0,0.0947169
4010.0,0.10090446
4020.0,0.08684004
4030.0,0.07698607
4040.0,0.097243376
4050.0,0.07435199
4060.0,0.06715253
4070.0,0.07808573
4080.0,0.09384014
4090.0,0.108228765
4100.0,0.10989879
4110.0,0.10205366
4120.0,0.12244127
4130.0,0.102133304
4140.0,0.10136664
4150.0,0.093983404
4160.0,0.091926925
4170.0,0.08529596
4180.0,0.101325445
4190.0,0.041397188
4200.0,0.06329031
4210.0,0.07842958
4220.0,0.08642932
4230.0,0.0749727
4240.0,0.09277441
4250.0,0.08274984
4260.0,0.07109265
4270.0,0.078229845
4280.0,0.07400539
4290.0,0.074322864
4300.0,0.067961365
4310.0,0.08324951
4320.0,0.086033724
4330.0,0.08170382
4340.0,0.09236427
4350.0,0.099779755
4360.0,0.09587937
4370.0,0.06601384
4380.0,0.09566891
4390.0,0.085879296
4400.0,0.078568965
4410.0,0.0888257
4420.0,0.09384041
4430.0,0.0936094
4440.0,0.088683255
4450.0,0.0757079
4460.0,0.09894642
4470.0,0.09731663
4480.0,0.09860955
4490.0,0.103399776
4500.0,0.086217925
4510.0,0.1219629
4520.0,0.103991106
4530.0,0.09461807
4540.0,0.09376539
4550.0,0.11603525
4560.0,0.10452277
4570.0,0.10015979
4580.0,0.07064202
4590.0,0.11865677
4600.0,0.098651625
4610.0,0.088181205
4620.0,0.082453094
4630.0,0.069466665
4640.0,0.09662849
4650.0,0.08574413
4660.0,0.07557876
4670.0,0.090144195
4680.0,0.11013775
4690.0,0.08288849
4700.0,0.08041089
4710.0,0.10114748
4720.0,0.07688388
4730.0,0.093557626
4740.0,0.10268864
4750.0,0.07955174
4760.0,0.09341315
4770.0,0.076590315
4780.0,0.08376927
4790.0,0.060434386
4800.0,0.07480301
4810.0,0.07890369
4820.0,0.109337755
4830.0,0.08336986
4840.0,0.08711771
4850.0,0.07697568
4860.0,0.09233357
4870.0,0.08705052
4880.0,0.09347687
4890.0,0.08251309
4900.0,0.09526583
4910.0,0.08195722
4920.0,0.09558428
4930.0,0.088397674
4940.0,0.1312647
4950.0,0.08420873
4960.0,0.08992003
4970.0,0.08417046
4980.0,0.07527754
4990.0,0.09753186
5000.0,0.08013733
5010.0,0.09455689
5020.0,0.08993063
5030.0,0.07767335
5040.0,0.05729419
5050.0,0.07671725
5060.0,0.114510976
5070.0,0.09127736
5080.0,0.09808236
5090.0,0.07046593
5100.0,0.079124205
5110.0,0.08998622
5120.0,0.09835058
5130.0,0.08387612
5140.0,0.085554235
5150.0,0.096635155
5160.0,0.089421034
5170.0,0.094720714
5180.0,0.10747897
5190.0,0.090305746
5200.0,0.08790646
5210.0,0.083613895
5220.0,0.10134401
5230.0,0.083492815
5240.0,0.074933834
5250.0,0.07084531
5260.0,0.080197774
5270.0,0.07583988
5280.0,0.074193045
5290.0,0.07755081
5300.0,0.086574435
5310.0,0.08764306
5320.0,0.088678464
5330.0,0.11343382
5340.0,0.0837645
5350.0,0.08220044
5360.0,0.07840181
5370.0,0.082216114
5380.0,0.06706822
5390.0,0.081247956
5400.0,0.09792641
5410.0,0.08006042
5420.0,0.084897965
5430.0,0.08225874
5440.0,0.071017556
5450.0,0.08359185
5460.0,0.102626376
5470.0,0.08733829
5480.0,0.096423544
5490.0,0.09162713
5500.0,0.08846778
5510.0,0.09633047
5520.0,0.07619792
5530.0,0.090968475
5540.0,0.09229001
5550.0,0.09176205
5560.0,0.08893778
5570.0,0.07378756
5580.0,0.07366345
5590.0,0.0759034
5600.0,0.0873377
5610.0,0.08488309
5620.0,0.0859525
5630.0,0.081170194
5640.0,0.076203674
5650.0,0.11147204
5660.0,0.086039566
5670.0,0.11455351
5680.0,0.080813766
5690.0,0.12273793
5700.0,0.11590512
5710.0,0.10783331
5720.0,0.11326771
5730.0,0.0990304
5740.0,0.09570016
5750.0,0.10482602
5760.0,0.091057405
5770.0,0.08764923
5780.0,0.09451695
5790.0,0.07805767
5800.0,0.087439604
5810.0,0.08528176
5820.0,0.0873765
5830.0,0.08483464
5840.0,0.09465429
5850.0,0.11579577
5860.0,0.08831279
5870.0,0.09472738
5880.0,0.08876518
5890.0,0.09323114
5900.0,0.099753655
5910.0,0.093074255
5920.0,0.071771376
5930.0,0.088907644
5940.0,0.116257615
5950.0,0.11151262
5960.0,0.09437654
5970.0,0.1065466
5980.0,0.09728578
5990.0,0.11092129
