#"Step"	"Time (ps)"	"Potential Energy (kilocalorie/mole)"	"Kinetic Energy (kilocalorie/mole)"	"Total Energy (kilocalorie/mole)"	"Temperature (K)"	"Box Volume (angstrom**3)"	"Density (gram/(item*milliliter))"
100	0.20000000000000015	-146677.26269595674	14869.408138504255	-131807.85455745246	165.64614716267144	498369.26911243435	0.8986526071011709
200	0.4000000000000003	-144620.99650275527	17161.204001482474	-127459.79250127281	191.17689803382743	498369.26911243435	0.8986526071011709
300	0.6000000000000004	-142672.46828796956	18819.14667966553	-123853.32160830402	209.6464843347392	498369.26911243435	0.8986526071011709
400	0.8000000000000006	-141012.35097312368	20180.802200089736	-120831.54877303395	224.815412957862	498369.26911243435	0.8986526071011709
500	1.0000000000000007	-139565.5619687082	21071.97573579553	-118493.58623291268	234.74314251293018	498369.26911243435	0.8986526071011709
600	1.2000000000000008	-138311.58297063215	22106.683341998807	-116204.89962863334	246.26985069196363	498369.26911243435	0.8986526071011709
700	1.400000000000001	-137121.20103564017	22784.5656906426	-114336.63534499759	253.82150293235483	498369.26911243435	0.8986526071011709
800	1.6000000000000012	-136110.87207631467	23376.470888995937	-112734.40118731874	260.41536428039973	498369.26911243435	0.8986526071011709
900	1.8000000000000014	-135395.79306003556	23983.87906204416	-111411.91399799139	267.18192974711883	498369.26911243435	0.8986526071011709
1000	2.0000000000000013	-134552.54782736	24344.300871583768	-110208.24695577622	271.19705150230396	498369.26911243435	0.8986526071011709
1100	2.1999999999999793	-133790.53933605077	24530.18516695458	-109260.3541690962	273.26781431003735	498369.26911243435	0.8986526071011709
1200	2.3999999999999573	-133335.37459009836	24901.074469229447	-108434.30012086892	277.3995445963689	498369.26911243435	0.8986526071011709
1300	2.5999999999999353	-132417.78523713537	24961.527165088708	-107456.25807204666	278.07299145191337	498369.26911243435	0.8986526071011709
1400	2.7999999999999132	-132429.60312409248	25488.456168210818	-106941.14695588165	283.94301387529583	498369.26911243435	0.8986526071011709
1500	2.999999999999891	-131942.59424335943	25599.17838937721	-106343.41585398222	285.1764664223419	498369.26911243435	0.8986526071011709
1600	3.199999999999869	-131434.25554958923	25685.01983926319	-105749.23571032603	286.1327456035992	498369.26911243435	0.8986526071011709
1700	3.399999999999847	-131238.90916694276	25862.147372061165	-105376.76179488158	288.10595752240033	498369.26911243435	0.8986526071011709
1800	3.599999999999825	-130804.48241568553	25970.540872144156	-104833.94154354137	289.3134679692842	498369.26911243435	0.8986526071011709
1900	3.799999999999803	-130461.166986294	26074.489069207662	-104386.67791708633	290.47145745936274	498369.26911243435	0.8986526071011709
