#"Step"	"Time (ps)"	"Potential Energy (kilocalorie/mole)"	"Kinetic Energy (kilocalorie/mole)"	"Total Energy (kilocalorie/mole)"	"Temperature (K)"	"Box Volume (angstrom**3)"	"Density (gram/(item*milliliter))"
100	0.20000000000000015	-131255.8991620926	26858.89198688627	-104397.00717520631	299.09057488144475	496903.3178739349	0.9015915621987355
200	0.4000000000000003	-131547.270136887	27084.214825319657	-104463.05531156735	301.59968573061406	496903.3178739349	0.9015915621987355
300	0.6000000000000004	-131237.26345804895	26703.731991997196	-104533.53146605175	297.3627712143154	496903.3178739349	0.9015915621987355
400	0.8000000000000006	-131435.64367110116	26951.47172992543	-104484.17194117574	300.121508271455	494531.497847425	0.9059156809500452
500	1.0000000000000007	-131354.11879491943	26594.10053649286	-104760.01825842657	296.14195633230565	494123.79649745853	0.9066631516217618
600	1.2000000000000008	-131640.54859094552	26771.68669735627	-104868.86189358926	298.1194893954551	492552.0773806437	0.9095562869334504
700	1.400000000000001	-131649.7305251694	26857.566049417183	-104792.16447575222	299.07580973774196	490963.24836825766	0.9124997443549191
800	1.6000000000000012	-131820.57773608874	26775.611694045932	-105044.96604204283	298.1631966904877	489997.39465016837	0.9142984095732719
900	1.8000000000000014	-131955.73393246424	26991.92476075441	-104963.80917170983	300.5719780917382	489359.68182099046	0.9154898845703787
1000	2.0000000000000013	-131725.49370830256	26843.11438355849	-104882.37932474406	298.91488139223236	489037.68501091766	0.9160926700642593
1100	2.1999999999999793	-131828.07903010558	26811.99193254721	-105016.08709755837	298.56831341879445	488503.3299370833	0.9170947487326161
1200	2.3999999999999573	-131938.59069670888	26710.14765995575	-105228.44303675313	297.4342136929891	487562.20991491893	0.9188649766393376
1300	2.5999999999999353	-131723.14534522672	26693.503881775614	-105029.64146345109	297.24887480460427	487464.77471354464	0.9190486407699144
1400	2.7999999999999132	-132033.03163391806	26976.905910181777	-105056.12572373629	300.4047337894035	487495.2012682627	0.9189912792129511
1500	2.999999999999891	-131994.77132939812	27120.278056707164	-104874.49327269096	302.00127238627493	486396.18652963167	0.9210677448360362
1600	3.199999999999869	-131768.03858588723	26769.312167661028	-104998.72641822619	298.0930475209366	486396.18652963167	0.9210677448360362
1700	3.399999999999847	-131799.70138153882	27061.19465217404	-104738.50672936479	301.3433416929168	484665.50633023464	0.9243567631124985
1800	3.599999999999825	-131948.4897801418	27231.73688568525	-104716.75289445654	303.24243621577864	484665.50633023464	0.9243567631124985
1900	3.799999999999803	-131990.44861573522	27152.17109686172	-104838.2775188735	302.35642135218166	483747.45249969536	0.9261110033938172
2000	3.999999999999781	-131880.5324044676	27087.793402949	-104792.73900151862	301.6395354325653	482946.6498528678	0.9276466432890308
2100	4.1999999999997595	-131949.47630093986	27124.268507463006	-104825.20779347685	302.0457085533061	481187.5881253521	0.9310378107819942
2200	4.3999999999997375	-131899.2348235378	27060.87716917357	-104838.35765436421	301.3398063209747	481187.5881253521	0.9310378107819942
2300	4.599999999999715	-131788.08754663865	27082.602396941576	-104705.48514969707	301.5817303313075	481139.20124562545	0.931131442758883
2400	4.799999999999693	-132025.41311823705	27161.780280118044	-104863.632838119	302.46342562271076	481139.20124562545	0.931131442758883
2500	4.999999999999671	-131894.00913664614	26959.759848713333	-104934.24928793279	300.21380166219393	481132.2454882791	0.9311449041812552
2600	5.199999999999649	-132041.2945957978	26972.779804933398	-105068.51479086441	300.35878702468364	479786.2826655696	0.933757080620774
2700	5.399999999999627	-132014.52447845385	26927.085336632757	-105087.4391418211	299.8499505172203	479786.2826655696	0.933757080620774
2800	5.599999999999605	-132112.371276686	26915.343447058804	-105197.0278296272	299.7191972268544	479786.2826655696	0.933757080620774
2900	5.799999999999583	-132076.29747274405	26931.041745924365	-105145.25572681968	299.89400761123864	479786.2826655696	0.933757080620774
3000	5.999999999999561	-131998.14080557553	26857.565575106397	-105140.57523046913	299.07580445599444	479786.2826655696	0.933757080620774
3100	6.199999999999539	-132236.41532785294	26973.710693271427	-105262.70463458152	300.369153049027	479077.9082941103	0.9351377528948009
3200	6.399999999999517	-132345.49461951668	27011.21606129994	-105334.27855821674	300.78679879890615	478975.78018058126	0.9353371447190739
3300	6.599999999999495	-132258.53256616966	27196.255878855	-105062.27668731465	302.8473329950123	478975.78018058126	0.9353371447190739
3400	6.799999999999473	-131958.22828402885	26746.661245367963	-105211.56703866091	297.840815322619	477266.93277522095	0.9386861059462771
3500	6.999999999999451	-132233.23142335637	26981.226070640725	-105252.00535271563	300.452841480364	476696.16427411465	0.9398100345654974
3600	7.199999999999429	-132055.29011176317	26881.039482219967	-105174.25062954321	299.33720110544436	476431.5456636249	0.9403320218850498
3700	7.399999999999407	-132056.3519283057	27076.518002326207	-104979.8339259795	301.5139767886742	476431.5456636249	0.9403320218850498
3800	7.599999999999385	-131965.9766862316	27066.205345602655	-104899.77134062891	301.3991389007409	474905.9623926995	0.9433527352794986
3900	7.799999999999363	-131856.35076791866	27081.62215105396	-104774.72861686471	301.57081467975365	474557.94071835413	0.944044552168988
4000	7.999999999999341	-131920.27816931478	26994.719629850042	-104925.55853946472	300.6031007085959	473213.7212936924	0.946726222136846
4100	8.199999999999408	-132255.86562565804	27193.97115394554	-105061.89447171251	302.82189115299775	471498.81928614405	0.9501695874911841
4200	8.399999999999475	-132001.03751260883	27035.637030712165	-104965.40048189668	301.05874157987535	471498.81928614405	0.9501695874911841
